[21/11/24 00:15:49, INFO, CSE_FSL_main.py:<module>():322] Using GPU: True
[21/11/24 00:15:51, INFO, CSE_FSL_main.py:main():120] Aggregation Factor: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[21/11/24 00:15:51, INFO, CSE_FSL_main.py:main():125] Random seed: 200
[21/11/24 00:15:51, INFO, CSE_FSL_main.py:main():126] Alignment interval (l): 2
[21/11/24 00:16:18, INFO, CSE_FSL_main.py:main():276]  > R  0, agg. final model, testing loss: 2.29, testing acc: 10.54% ( 1054/10000), training loss: 2.29, training acc: 10.71%
[21/11/24 00:32:37, INFO, CSE_FSL_main.py:main():276]  > R 39, agg. final model, testing loss: 1.05, testing acc: 63.75% ( 6375/10000), training loss: 1.19, training acc: 57.67%
[21/11/24 00:33:02, INFO, CSE_FSL_main.py:main():276]  > R 40, agg. final model, testing loss: 1.05, testing acc: 62.95% ( 6295/10000), training loss: 1.18, training acc: 58.04%
[21/11/24 00:33:27, INFO, CSE_FSL_main.py:main():276]  > R 41, agg. final model, testing loss: 1.05, testing acc: 62.88% ( 6288/10000), training loss: 1.18, training acc: 57.93%
[21/11/24 00:33:52, INFO, CSE_FSL_main.py:main():276]  > R 42, agg. final model, testing loss: 1.04, testing acc: 64.10% ( 6410/10000), training loss: 1.17, training acc: 58.68%
[21/11/24 00:34:17, INFO, CSE_FSL_main.py:main():276]  > R 43, agg. final model, testing loss: 1.03, testing acc: 63.98% ( 6398/10000), training loss: 1.17, training acc: 58.60%
[21/11/24 00:34:42, INFO, CSE_FSL_main.py:main():276]  > R 44, agg. final model, testing loss: 1.03, testing acc: 64.51% ( 6451/10000), training loss: 1.17, training acc: 58.46%
[21/11/24 00:35:07, INFO, CSE_FSL_main.py:main():276]  > R 45, agg. final model, testing loss: 1.02, testing acc: 64.25% ( 6425/10000), training loss: 1.14, training acc: 59.59%
[21/11/24 00:35:33, INFO, CSE_FSL_main.py:main():276]  > R 46, agg. final model, testing loss: 1.00, testing acc: 65.33% ( 6533/10000), training loss: 1.13, training acc: 59.60%
[21/11/24 00:35:58, INFO, CSE_FSL_main.py:main():276]  > R 47, agg. final model, testing loss: 0.99, testing acc: 65.67% ( 6567/10000), training loss: 1.12, training acc: 60.46%
[21/11/24 00:36:23, INFO, CSE_FSL_main.py:main():276]  > R 48, agg. final model, testing loss: 0.99, testing acc: 65.36% ( 6536/10000), training loss: 1.13, training acc: 59.91%
[21/11/24 00:36:48, INFO, CSE_FSL_main.py:main():276]  > R 49, agg. final model, testing loss: 0.99, testing acc: 65.74% ( 6574/10000), training loss: 1.12, training acc: 60.45%
[21/11/24 00:37:13, INFO, CSE_FSL_main.py:main():276]  > R 50, agg. final model, testing loss: 0.99, testing acc: 65.83% ( 6583/10000), training loss: 1.13, training acc: 60.10%
[21/11/24 00:37:38, INFO, CSE_FSL_main.py:main():276]  > R 51, agg. final model, testing loss: 0.96, testing acc: 66.73% ( 6673/10000), training loss: 1.10, training acc: 61.01%
[21/11/24 00:38:03, INFO, CSE_FSL_main.py:main():276]  > R 52, agg. final model, testing loss: 0.97, testing acc: 65.89% ( 6589/10000), training loss: 1.11, training acc: 61.08%
[21/11/24 00:38:28, INFO, CSE_FSL_main.py:main():276]  > R 53, agg. final model, testing loss: 0.98, testing acc: 66.13% ( 6613/10000), training loss: 1.13, training acc: 60.27%
[21/11/24 00:38:53, INFO, CSE_FSL_main.py:main():276]  > R 54, agg. final model, testing loss: 0.96, testing acc: 66.96% ( 6696/10000), training loss: 1.08, training acc: 62.19%
[21/11/24 00:39:18, INFO, CSE_FSL_main.py:main():276]  > R 55, agg. final model, testing loss: 0.95, testing acc: 66.87% ( 6687/10000), training loss: 1.08, training acc: 61.96%
[21/11/24 00:39:43, INFO, CSE_FSL_main.py:main():276]  > R 56, agg. final model, testing loss: 0.93, testing acc: 67.85% ( 6785/10000), training loss: 1.07, training acc: 62.27%
[21/11/24 00:40:08, INFO, CSE_FSL_main.py:main():276]  > R 57, agg. final model, testing loss: 0.93, testing acc: 67.91% ( 6791/10000), training loss: 1.04, training acc: 63.27%
[21/11/24 00:40:33, INFO, CSE_FSL_main.py:main():276]  > R 58, agg. final model, testing loss: 0.93, testing acc: 67.72% ( 6772/10000), training loss: 1.08, training acc: 62.10%
[21/11/24 00:40:58, INFO, CSE_FSL_main.py:main():276]  > R 59, agg. final model, testing loss: 0.95, testing acc: 66.64% ( 6664/10000), training loss: 1.08, training acc: 61.90%
[21/11/24 00:41:23, INFO, CSE_FSL_main.py:main():276]  > R 60, agg. final model, testing loss: 0.93, testing acc: 67.69% ( 6769/10000), training loss: 1.06, training acc: 62.51%
[21/11/24 00:41:49, INFO, CSE_FSL_main.py:main():276]  > R 61, agg. final model, testing loss: 0.94, testing acc: 66.98% ( 6698/10000), training loss: 1.07, training acc: 62.12%
[21/11/24 00:42:14, INFO, CSE_FSL_main.py:main():276]  > R 62, agg. final model, testing loss: 0.92, testing acc: 67.98% ( 6798/10000), training loss: 1.04, training acc: 63.37%
[21/11/24 00:42:39, INFO, CSE_FSL_main.py:main():276]  > R 63, agg. final model, testing loss: 0.90, testing acc: 68.79% ( 6879/10000), training loss: 1.02, training acc: 64.11%
[21/11/24 00:43:04, INFO, CSE_FSL_main.py:main():276]  > R 64, agg. final model, testing loss: 0.90, testing acc: 68.63% ( 6863/10000), training loss: 1.03, training acc: 64.28%
[21/11/24 00:43:29, INFO, CSE_FSL_main.py:main():276]  > R 65, agg. final model, testing loss: 0.90, testing acc: 68.97% ( 6897/10000), training loss: 1.02, training acc: 64.47%
[21/11/24 00:43:54, INFO, CSE_FSL_main.py:main():276]  > R 66, agg. final model, testing loss: 0.89, testing acc: 69.22% ( 6922/10000), training loss: 1.00, training acc: 64.95%
[21/11/24 00:44:19, INFO, CSE_FSL_main.py:main():276]  > R 67, agg. final model, testing loss: 0.90, testing acc: 68.78% ( 6878/10000), training loss: 1.02, training acc: 64.06%
[21/11/24 00:44:44, INFO, CSE_FSL_main.py:main():276]  > R 68, agg. final model, testing loss: 0.89, testing acc: 69.04% ( 6904/10000), training loss: 1.01, training acc: 64.58%
[21/11/24 00:45:09, INFO, CSE_FSL_main.py:main():276]  > R 69, agg. final model, testing loss: 0.87, testing acc: 69.87% ( 6987/10000), training loss: 1.00, training acc: 65.03%
[21/11/24 00:45:34, INFO, CSE_FSL_main.py:main():276]  > R 70, agg. final model, testing loss: 0.89, testing acc: 69.22% ( 6922/10000), training loss: 1.01, training acc: 64.77%
[21/11/24 00:45:59, INFO, CSE_FSL_main.py:main():276]  > R 71, agg. final model, testing loss: 0.85, testing acc: 70.73% ( 7073/10000), training loss: 0.97, training acc: 66.32%
[21/11/24 00:46:24, INFO, CSE_FSL_main.py:main():276]  > R 72, agg. final model, testing loss: 0.88, testing acc: 69.65% ( 6965/10000), training loss: 0.99, training acc: 65.12%
[21/11/24 00:46:49, INFO, CSE_FSL_main.py:main():276]  > R 73, agg. final model, testing loss: 0.88, testing acc: 70.00% ( 7000/10000), training loss: 1.01, training acc: 64.19%
[21/11/24 00:47:15, INFO, CSE_FSL_main.py:main():276]  > R 74, agg. final model, testing loss: 0.86, testing acc: 70.19% ( 7019/10000), training loss: 1.00, training acc: 64.71%
[21/11/24 00:47:40, INFO, CSE_FSL_main.py:main():276]  > R 75, agg. final model, testing loss: 0.85, testing acc: 70.44% ( 7044/10000), training loss: 0.97, training acc: 66.05%
[21/11/24 00:48:05, INFO, CSE_FSL_main.py:main():276]  > R 76, agg. final model, testing loss: 0.85, testing acc: 70.30% ( 7030/10000), training loss: 0.97, training acc: 66.07%
[21/11/24 00:48:30, INFO, CSE_FSL_main.py:main():276]  > R 77, agg. final model, testing loss: 0.85, testing acc: 70.42% ( 7042/10000), training loss: 0.96, training acc: 66.28%
[21/11/24 00:48:55, INFO, CSE_FSL_main.py:main():276]  > R 78, agg. final model, testing loss: 0.85, testing acc: 70.86% ( 7086/10000), training loss: 0.97, training acc: 66.23%
[21/11/24 00:49:20, INFO, CSE_FSL_main.py:main():276]  > R 79, agg. final model, testing loss: 0.85, testing acc: 69.95% ( 6995/10000), training loss: 0.96, training acc: 66.31%
[21/11/24 00:49:45, INFO, CSE_FSL_main.py:main():276]  > R 80, agg. final model, testing loss: 0.85, testing acc: 70.61% ( 7061/10000), training loss: 0.96, training acc: 66.58%
[21/11/24 00:50:10, INFO, CSE_FSL_main.py:main():276]  > R 81, agg. final model, testing loss: 0.84, testing acc: 70.99% ( 7099/10000), training loss: 0.95, training acc: 66.52%
[21/11/24 00:50:35, INFO, CSE_FSL_main.py:main():276]  > R 82, agg. final model, testing loss: 0.84, testing acc: 70.85% ( 7085/10000), training loss: 0.94, training acc: 66.91%
[21/11/24 00:51:00, INFO, CSE_FSL_main.py:main():276]  > R 83, agg. final model, testing loss: 0.83, testing acc: 71.25% ( 7125/10000), training loss: 0.93, training acc: 67.32%
[21/11/24 00:51:25, INFO, CSE_FSL_main.py:main():276]  > R 84, agg. final model, testing loss: 0.83, testing acc: 70.64% ( 7064/10000), training loss: 0.94, training acc: 66.79%
[21/11/24 00:51:50, INFO, CSE_FSL_main.py:main():276]  > R 85, agg. final model, testing loss: 0.84, testing acc: 71.19% ( 7119/10000), training loss: 0.94, training acc: 66.95%
[21/11/24 00:52:15, INFO, CSE_FSL_main.py:main():276]  > R 86, agg. final model, testing loss: 0.84, testing acc: 70.71% ( 7071/10000), training loss: 0.95, training acc: 66.49%
[21/11/24 00:52:40, INFO, CSE_FSL_main.py:main():276]  > R 87, agg. final model, testing loss: 0.83, testing acc: 71.31% ( 7131/10000), training loss: 0.93, training acc: 67.45%
[21/11/24 00:53:06, INFO, CSE_FSL_main.py:main():276]  > R 88, agg. final model, testing loss: 0.84, testing acc: 71.39% ( 7139/10000), training loss: 0.95, training acc: 66.55%
[21/11/24 00:53:31, INFO, CSE_FSL_main.py:main():276]  > R 89, agg. final model, testing loss: 0.83, testing acc: 71.19% ( 7119/10000), training loss: 0.94, training acc: 67.18%
[21/11/24 00:53:56, INFO, CSE_FSL_main.py:main():276]  > R 90, agg. final model, testing loss: 0.83, testing acc: 71.30% ( 7130/10000), training loss: 0.93, training acc: 67.25%
[21/11/24 00:54:21, INFO, CSE_FSL_main.py:main():276]  > R 91, agg. final model, testing loss: 0.82, testing acc: 71.38% ( 7138/10000), training loss: 0.92, training acc: 67.45%
[21/11/24 00:54:46, INFO, CSE_FSL_main.py:main():276]  > R 92, agg. final model, testing loss: 0.85, testing acc: 70.24% ( 7024/10000), training loss: 0.94, training acc: 66.67%
[21/11/24 00:55:11, INFO, CSE_FSL_main.py:main():276]  > R 93, agg. final model, testing loss: 0.81, testing acc: 71.74% ( 7174/10000), training loss: 0.91, training acc: 68.02%
[21/11/24 00:55:36, INFO, CSE_FSL_main.py:main():276]  > R 94, agg. final model, testing loss: 0.82, testing acc: 71.22% ( 7122/10000), training loss: 0.92, training acc: 67.87%
[21/11/24 00:56:01, INFO, CSE_FSL_main.py:main():276]  > R 95, agg. final model, testing loss: 0.80, testing acc: 72.29% ( 7229/10000), training loss: 0.90, training acc: 68.37%
[21/11/24 00:56:26, INFO, CSE_FSL_main.py:main():276]  > R 96, agg. final model, testing loss: 0.82, testing acc: 71.31% ( 7131/10000), training loss: 0.92, training acc: 67.64%
[21/11/24 00:56:51, INFO, CSE_FSL_main.py:main():276]  > R 97, agg. final model, testing loss: 0.82, testing acc: 71.28% ( 7128/10000), training loss: 0.91, training acc: 68.04%
[21/11/24 00:57:16, INFO, CSE_FSL_main.py:main():276]  > R 98, agg. final model, testing loss: 0.81, testing acc: 72.15% ( 7215/10000), training loss: 0.89, training acc: 69.03%
[21/11/24 00:57:42, INFO, CSE_FSL_main.py:main():276]  > R 99, agg. final model, testing loss: 0.80, testing acc: 72.16% ( 7216/10000), training loss: 0.89, training acc: 68.70%
[21/11/24 00:58:07, INFO, CSE_FSL_main.py:main():276]  > R 100, agg. final model, testing loss: 0.80, testing acc: 72.32% ( 7232/10000), training loss: 0.88, training acc: 69.04%
[21/11/24 00:58:32, INFO, CSE_FSL_main.py:main():276]  > R 101, agg. final model, testing loss: 0.80, testing acc: 72.20% ( 7220/10000), training loss: 0.89, training acc: 68.74%
[21/11/24 00:58:57, INFO, CSE_FSL_main.py:main():276]  > R 102, agg. final model, testing loss: 0.79, testing acc: 72.24% ( 7224/10000), training loss: 0.88, training acc: 69.09%
[21/11/24 00:59:22, INFO, CSE_FSL_main.py:main():276]  > R 103, agg. final model, testing loss: 0.82, testing acc: 70.90% ( 7090/10000), training loss: 0.91, training acc: 68.04%
[21/11/24 00:59:47, INFO, CSE_FSL_main.py:main():276]  > R 104, agg. final model, testing loss: 0.81, testing acc: 71.68% ( 7168/10000), training loss: 0.89, training acc: 69.16%
[21/11/24 01:00:12, INFO, CSE_FSL_main.py:main():276]  > R 105, agg. final model, testing loss: 0.81, testing acc: 72.16% ( 7216/10000), training loss: 0.89, training acc: 68.55%
[21/11/24 01:00:37, INFO, CSE_FSL_main.py:main():276]  > R 106, agg. final model, testing loss: 0.80, testing acc: 72.01% ( 7201/10000), training loss: 0.89, training acc: 68.81%
[21/11/24 01:01:02, INFO, CSE_FSL_main.py:main():276]  > R 107, agg. final model, testing loss: 0.79, testing acc: 72.55% ( 7255/10000), training loss: 0.88, training acc: 68.97%
[21/11/24 01:01:27, INFO, CSE_FSL_main.py:main():276]  > R 108, agg. final model, testing loss: 0.79, testing acc: 72.23% ( 7223/10000), training loss: 0.88, training acc: 68.86%
[21/11/24 01:01:52, INFO, CSE_FSL_main.py:main():276]  > R 109, agg. final model, testing loss: 0.79, testing acc: 72.26% ( 7226/10000), training loss: 0.88, training acc: 69.40%
[21/11/24 01:02:17, INFO, CSE_FSL_main.py:main():276]  > R 110, agg. final model, testing loss: 0.79, testing acc: 72.35% ( 7235/10000), training loss: 0.88, training acc: 68.97%
[21/11/24 01:02:43, INFO, CSE_FSL_main.py:main():276]  > R 111, agg. final model, testing loss: 0.78, testing acc: 73.03% ( 7303/10000), training loss: 0.87, training acc: 69.83%
[21/11/24 01:03:08, INFO, CSE_FSL_main.py:main():276]  > R 112, agg. final model, testing loss: 0.80, testing acc: 72.59% ( 7259/10000), training loss: 0.87, training acc: 69.49%
[21/11/24 01:03:33, INFO, CSE_FSL_main.py:main():276]  > R 113, agg. final model, testing loss: 0.78, testing acc: 72.90% ( 7290/10000), training loss: 0.86, training acc: 69.73%
[21/11/24 01:03:58, INFO, CSE_FSL_main.py:main():276]  > R 114, agg. final model, testing loss: 0.79, testing acc: 72.53% ( 7253/10000), training loss: 0.87, training acc: 69.82%
[21/11/24 01:04:23, INFO, CSE_FSL_main.py:main():276]  > R 115, agg. final model, testing loss: 0.80, testing acc: 72.20% ( 7220/10000), training loss: 0.88, training acc: 69.07%
[21/11/24 01:04:48, INFO, CSE_FSL_main.py:main():276]  > R 116, agg. final model, testing loss: 0.78, testing acc: 72.66% ( 7266/10000), training loss: 0.85, training acc: 70.10%
[21/11/24 01:05:13, INFO, CSE_FSL_main.py:main():276]  > R 117, agg. final model, testing loss: 0.78, testing acc: 72.57% ( 7257/10000), training loss: 0.86, training acc: 69.83%
[21/11/24 01:05:38, INFO, CSE_FSL_main.py:main():276]  > R 118, agg. final model, testing loss: 0.78, testing acc: 73.09% ( 7309/10000), training loss: 0.85, training acc: 70.27%
[21/11/24 01:06:03, INFO, CSE_FSL_main.py:main():276]  > R 119, agg. final model, testing loss: 0.78, testing acc: 72.93% ( 7293/10000), training loss: 0.87, training acc: 69.60%
[21/11/24 01:06:28, INFO, CSE_FSL_main.py:main():276]  > R 120, agg. final model, testing loss: 0.78, testing acc: 72.56% ( 7256/10000), training loss: 0.86, training acc: 69.89%
[21/11/24 01:06:53, INFO, CSE_FSL_main.py:main():276]  > R 121, agg. final model, testing loss: 0.77, testing acc: 72.85% ( 7285/10000), training loss: 0.85, training acc: 70.23%
[21/11/24 01:07:18, INFO, CSE_FSL_main.py:main():276]  > R 122, agg. final model, testing loss: 0.78, testing acc: 72.81% ( 7281/10000), training loss: 0.85, training acc: 70.50%
[21/11/24 01:07:43, INFO, CSE_FSL_main.py:main():276]  > R 123, agg. final model, testing loss: 0.78, testing acc: 72.72% ( 7272/10000), training loss: 0.84, training acc: 70.72%
[21/11/24 01:08:09, INFO, CSE_FSL_main.py:main():276]  > R 124, agg. final model, testing loss: 0.77, testing acc: 73.32% ( 7332/10000), training loss: 0.84, training acc: 70.70%
[21/11/24 01:08:34, INFO, CSE_FSL_main.py:main():276]  > R 125, agg. final model, testing loss: 0.76, testing acc: 73.64% ( 7364/10000), training loss: 0.82, training acc: 71.06%
[21/11/24 01:08:59, INFO, CSE_FSL_main.py:main():276]  > R 126, agg. final model, testing loss: 0.78, testing acc: 73.18% ( 7318/10000), training loss: 0.84, training acc: 70.56%
[21/11/24 01:09:24, INFO, CSE_FSL_main.py:main():276]  > R 127, agg. final model, testing loss: 0.77, testing acc: 73.26% ( 7326/10000), training loss: 0.85, training acc: 70.20%
[21/11/24 01:09:49, INFO, CSE_FSL_main.py:main():276]  > R 128, agg. final model, testing loss: 0.77, testing acc: 73.56% ( 7356/10000), training loss: 0.84, training acc: 70.55%
[21/11/24 01:10:14, INFO, CSE_FSL_main.py:main():276]  > R 129, agg. final model, testing loss: 0.77, testing acc: 73.12% ( 7312/10000), training loss: 0.84, training acc: 70.71%
[21/11/24 01:10:39, INFO, CSE_FSL_main.py:main():276]  > R 130, agg. final model, testing loss: 0.78, testing acc: 72.92% ( 7292/10000), training loss: 0.85, training acc: 70.14%
[21/11/24 01:11:04, INFO, CSE_FSL_main.py:main():276]  > R 131, agg. final model, testing loss: 0.78, testing acc: 73.33% ( 7333/10000), training loss: 0.84, training acc: 70.88%
[21/11/24 01:11:29, INFO, CSE_FSL_main.py:main():276]  > R 132, agg. final model, testing loss: 0.75, testing acc: 74.25% ( 7425/10000), training loss: 0.82, training acc: 71.42%
[21/11/24 01:11:54, INFO, CSE_FSL_main.py:main():276]  > R 133, agg. final model, testing loss: 0.76, testing acc: 74.02% ( 7402/10000), training loss: 0.83, training acc: 70.82%
[21/11/24 01:12:19, INFO, CSE_FSL_main.py:main():276]  > R 134, agg. final model, testing loss: 0.78, testing acc: 73.38% ( 7338/10000), training loss: 0.83, training acc: 71.22%
[21/11/24 01:12:44, INFO, CSE_FSL_main.py:main():276]  > R 135, agg. final model, testing loss: 0.77, testing acc: 73.40% ( 7340/10000), training loss: 0.83, training acc: 70.90%
[21/11/24 01:13:09, INFO, CSE_FSL_main.py:main():276]  > R 136, agg. final model, testing loss: 0.76, testing acc: 73.34% ( 7334/10000), training loss: 0.83, training acc: 71.01%
[21/11/24 01:13:34, INFO, CSE_FSL_main.py:main():276]  > R 137, agg. final model, testing loss: 0.77, testing acc: 73.06% ( 7306/10000), training loss: 0.84, training acc: 70.79%
[21/11/24 01:14:00, INFO, CSE_FSL_main.py:main():276]  > R 138, agg. final model, testing loss: 0.76, testing acc: 73.70% ( 7370/10000), training loss: 0.83, training acc: 71.23%
[21/11/24 01:14:25, INFO, CSE_FSL_main.py:main():276]  > R 139, agg. final model, testing loss: 0.75, testing acc: 73.78% ( 7378/10000), training loss: 0.80, training acc: 71.74%
[21/11/24 01:14:50, INFO, CSE_FSL_main.py:main():276]  > R 140, agg. final model, testing loss: 0.75, testing acc: 73.35% ( 7335/10000), training loss: 0.82, training acc: 71.13%
[21/11/24 01:15:15, INFO, CSE_FSL_main.py:main():276]  > R 141, agg. final model, testing loss: 0.75, testing acc: 73.92% ( 7392/10000), training loss: 0.81, training acc: 71.96%
[21/11/24 01:15:40, INFO, CSE_FSL_main.py:main():276]  > R 142, agg. final model, testing loss: 0.76, testing acc: 73.89% ( 7389/10000), training loss: 0.81, training acc: 71.48%
[21/11/24 01:16:05, INFO, CSE_FSL_main.py:main():276]  > R 143, agg. final model, testing loss: 0.76, testing acc: 73.63% ( 7363/10000), training loss: 0.82, training acc: 71.54%
[21/11/24 01:16:30, INFO, CSE_FSL_main.py:main():276]  > R 144, agg. final model, testing loss: 0.76, testing acc: 73.59% ( 7359/10000), training loss: 0.81, training acc: 71.57%
