[24/11/24 13:36:57, INFO, CSE_FSL_main.py:<module>():315] Using GPU: True
[24/11/24 13:36:59, INFO, CSE_FSL_main.py:main():107] Aggregation Factor: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[24/11/24 13:36:59, INFO, CSE_FSL_main.py:main():112] Random seed: 200
[24/11/24 13:36:59, INFO, CSE_FSL_main.py:main():113] Alignment interval (l): 10
[24/11/24 13:36:59, INFO, CSE_FSL_main.py:main():114] Batch Round (h): 1
[24/11/24 13:37:25, INFO, CSE_FSL_main.py:main():269]  > R  0, agg. final model, testing loss: 2.22, testing acc: 17.22% ( 1722/10000), training loss: 2.23, training acc: 15.26%
[24/11/24 13:55:20, INFO, CSE_FSL_main.py:main():269]  > R 42, agg. final model, testing loss: 0.95, testing acc: 66.29% ( 6629/10000), training loss: 1.05, training acc: 62.91%
[24/11/24 13:55:46, INFO, CSE_FSL_main.py:main():269]  > R 43, agg. final model, testing loss: 0.93, testing acc: 67.50% ( 6750/10000), training loss: 1.05, training acc: 62.81%
[24/11/24 13:56:11, INFO, CSE_FSL_main.py:main():269]  > R 44, agg. final model, testing loss: 0.92, testing acc: 67.99% ( 6799/10000), training loss: 1.03, training acc: 63.42%
[24/11/24 13:56:37, INFO, CSE_FSL_main.py:main():269]  > R 45, agg. final model, testing loss: 0.92, testing acc: 67.91% ( 6791/10000), training loss: 1.01, training acc: 64.28%
[24/11/24 13:57:03, INFO, CSE_FSL_main.py:main():269]  > R 46, agg. final model, testing loss: 0.92, testing acc: 68.03% ( 6803/10000), training loss: 1.02, training acc: 64.09%
[24/11/24 13:57:28, INFO, CSE_FSL_main.py:main():269]  > R 47, agg. final model, testing loss: 0.92, testing acc: 68.09% ( 6809/10000), training loss: 1.01, training acc: 64.53%
[24/11/24 13:57:54, INFO, CSE_FSL_main.py:main():269]  > R 48, agg. final model, testing loss: 0.89, testing acc: 69.02% ( 6902/10000), training loss: 0.99, training acc: 65.00%
[24/11/24 13:58:19, INFO, CSE_FSL_main.py:main():269]  > R 49, agg. final model, testing loss: 0.89, testing acc: 68.90% ( 6890/10000), training loss: 0.98, training acc: 65.31%
[24/11/24 13:58:45, INFO, CSE_FSL_main.py:main():269]  > R 50, agg. final model, testing loss: 0.90, testing acc: 69.12% ( 6912/10000), training loss: 1.00, training acc: 64.53%
[24/11/24 13:59:11, INFO, CSE_FSL_main.py:main():269]  > R 51, agg. final model, testing loss: 0.87, testing acc: 69.58% ( 6958/10000), training loss: 0.97, training acc: 65.54%
[24/11/24 13:59:36, INFO, CSE_FSL_main.py:main():269]  > R 52, agg. final model, testing loss: 0.88, testing acc: 69.35% ( 6935/10000), training loss: 0.98, training acc: 65.71%
[24/11/24 14:00:02, INFO, CSE_FSL_main.py:main():269]  > R 53, agg. final model, testing loss: 0.87, testing acc: 70.26% ( 7026/10000), training loss: 0.97, training acc: 65.85%
[24/11/24 14:00:27, INFO, CSE_FSL_main.py:main():269]  > R 54, agg. final model, testing loss: 0.87, testing acc: 70.41% ( 7041/10000), training loss: 0.95, training acc: 66.57%
[24/11/24 14:00:53, INFO, CSE_FSL_main.py:main():269]  > R 55, agg. final model, testing loss: 0.86, testing acc: 70.19% ( 7019/10000), training loss: 0.94, training acc: 66.85%
[24/11/24 14:01:18, INFO, CSE_FSL_main.py:main():269]  > R 56, agg. final model, testing loss: 0.85, testing acc: 70.48% ( 7048/10000), training loss: 0.94, training acc: 67.05%
[24/11/24 14:01:44, INFO, CSE_FSL_main.py:main():269]  > R 57, agg. final model, testing loss: 0.86, testing acc: 70.32% ( 7032/10000), training loss: 0.93, training acc: 67.03%
[24/11/24 14:02:10, INFO, CSE_FSL_main.py:main():269]  > R 58, agg. final model, testing loss: 0.83, testing acc: 70.99% ( 7099/10000), training loss: 0.92, training acc: 67.59%
[24/11/24 14:02:35, INFO, CSE_FSL_main.py:main():269]  > R 59, agg. final model, testing loss: 0.86, testing acc: 69.75% ( 6975/10000), training loss: 0.96, training acc: 66.05%
[24/11/24 14:03:01, INFO, CSE_FSL_main.py:main():269]  > R 60, agg. final model, testing loss: 0.84, testing acc: 71.11% ( 7111/10000), training loss: 0.93, training acc: 67.04%
[24/11/24 14:03:26, INFO, CSE_FSL_main.py:main():269]  > R 61, agg. final model, testing loss: 0.83, testing acc: 71.28% ( 7128/10000), training loss: 0.91, training acc: 67.57%
[24/11/24 14:03:52, INFO, CSE_FSL_main.py:main():269]  > R 62, agg. final model, testing loss: 0.84, testing acc: 70.79% ( 7079/10000), training loss: 0.91, training acc: 68.11%
[24/11/24 14:04:17, INFO, CSE_FSL_main.py:main():269]  > R 63, agg. final model, testing loss: 0.82, testing acc: 71.92% ( 7192/10000), training loss: 0.89, training acc: 68.55%
[24/11/24 14:04:43, INFO, CSE_FSL_main.py:main():269]  > R 64, agg. final model, testing loss: 0.82, testing acc: 71.32% ( 7132/10000), training loss: 0.91, training acc: 68.38%
[24/11/24 14:05:08, INFO, CSE_FSL_main.py:main():269]  > R 65, agg. final model, testing loss: 0.81, testing acc: 71.93% ( 7193/10000), training loss: 0.89, training acc: 68.80%
[24/11/24 14:05:34, INFO, CSE_FSL_main.py:main():269]  > R 66, agg. final model, testing loss: 0.82, testing acc: 71.67% ( 7167/10000), training loss: 0.89, training acc: 68.88%
[24/11/24 14:05:59, INFO, CSE_FSL_main.py:main():269]  > R 67, agg. final model, testing loss: 0.81, testing acc: 71.95% ( 7195/10000), training loss: 0.89, training acc: 68.63%
[24/11/24 14:06:25, INFO, CSE_FSL_main.py:main():269]  > R 68, agg. final model, testing loss: 0.81, testing acc: 71.84% ( 7184/10000), training loss: 0.88, training acc: 68.75%
[24/11/24 14:06:50, INFO, CSE_FSL_main.py:main():269]  > R 69, agg. final model, testing loss: 0.80, testing acc: 72.16% ( 7216/10000), training loss: 0.86, training acc: 69.51%
[24/11/24 14:07:16, INFO, CSE_FSL_main.py:main():269]  > R 70, agg. final model, testing loss: 0.79, testing acc: 72.58% ( 7258/10000), training loss: 0.87, training acc: 69.68%
[24/11/24 14:07:41, INFO, CSE_FSL_main.py:main():269]  > R 71, agg. final model, testing loss: 0.80, testing acc: 72.07% ( 7207/10000), training loss: 0.86, training acc: 70.00%
[24/11/24 14:08:07, INFO, CSE_FSL_main.py:main():269]  > R 72, agg. final model, testing loss: 0.81, testing acc: 72.36% ( 7236/10000), training loss: 0.87, training acc: 69.36%
[24/11/24 14:08:32, INFO, CSE_FSL_main.py:main():269]  > R 73, agg. final model, testing loss: 0.79, testing acc: 73.33% ( 7333/10000), training loss: 0.86, training acc: 69.41%
[24/11/24 14:08:58, INFO, CSE_FSL_main.py:main():269]  > R 74, agg. final model, testing loss: 0.79, testing acc: 72.59% ( 7259/10000), training loss: 0.86, training acc: 69.73%
[24/11/24 14:09:23, INFO, CSE_FSL_main.py:main():269]  > R 75, agg. final model, testing loss: 0.78, testing acc: 72.50% ( 7250/10000), training loss: 0.84, training acc: 70.52%
[24/11/24 14:09:49, INFO, CSE_FSL_main.py:main():269]  > R 76, agg. final model, testing loss: 0.77, testing acc: 73.35% ( 7335/10000), training loss: 0.83, training acc: 70.78%
[24/11/24 14:10:15, INFO, CSE_FSL_main.py:main():269]  > R 77, agg. final model, testing loss: 0.80, testing acc: 72.14% ( 7214/10000), training loss: 0.85, training acc: 70.25%
[24/11/24 14:10:40, INFO, CSE_FSL_main.py:main():269]  > R 78, agg. final model, testing loss: 0.77, testing acc: 73.15% ( 7315/10000), training loss: 0.83, training acc: 70.86%
[24/11/24 14:11:06, INFO, CSE_FSL_main.py:main():269]  > R 79, agg. final model, testing loss: 0.77, testing acc: 73.05% ( 7305/10000), training loss: 0.83, training acc: 70.80%
[24/11/24 14:11:31, INFO, CSE_FSL_main.py:main():269]  > R 80, agg. final model, testing loss: 0.78, testing acc: 73.14% ( 7314/10000), training loss: 0.83, training acc: 70.92%
[24/11/24 14:11:57, INFO, CSE_FSL_main.py:main():269]  > R 81, agg. final model, testing loss: 0.77, testing acc: 73.48% ( 7348/10000), training loss: 0.83, training acc: 70.98%
[24/11/24 14:12:23, INFO, CSE_FSL_main.py:main():269]  > R 82, agg. final model, testing loss: 0.77, testing acc: 73.66% ( 7366/10000), training loss: 0.82, training acc: 71.14%
[24/11/24 14:12:48, INFO, CSE_FSL_main.py:main():269]  > R 83, agg. final model, testing loss: 0.76, testing acc: 73.58% ( 7358/10000), training loss: 0.80, training acc: 71.74%
[24/11/24 14:13:14, INFO, CSE_FSL_main.py:main():269]  > R 84, agg. final model, testing loss: 0.77, testing acc: 73.42% ( 7342/10000), training loss: 0.81, training acc: 71.34%
[24/11/24 14:13:39, INFO, CSE_FSL_main.py:main():269]  > R 85, agg. final model, testing loss: 0.77, testing acc: 73.29% ( 7329/10000), training loss: 0.81, training acc: 71.61%
[24/11/24 14:14:05, INFO, CSE_FSL_main.py:main():269]  > R 86, agg. final model, testing loss: 0.77, testing acc: 73.48% ( 7348/10000), training loss: 0.82, training acc: 71.52%
[24/11/24 14:14:30, INFO, CSE_FSL_main.py:main():269]  > R 87, agg. final model, testing loss: 0.75, testing acc: 74.19% ( 7419/10000), training loss: 0.80, training acc: 71.67%
[24/11/24 14:14:56, INFO, CSE_FSL_main.py:main():269]  > R 88, agg. final model, testing loss: 0.77, testing acc: 72.96% ( 7296/10000), training loss: 0.82, training acc: 71.45%
[24/11/24 14:15:21, INFO, CSE_FSL_main.py:main():269]  > R 89, agg. final model, testing loss: 0.76, testing acc: 73.84% ( 7384/10000), training loss: 0.81, training acc: 71.53%
[24/11/24 14:15:47, INFO, CSE_FSL_main.py:main():269]  > R 90, agg. final model, testing loss: 0.76, testing acc: 74.10% ( 7410/10000), training loss: 0.79, training acc: 72.18%
[24/11/24 14:16:12, INFO, CSE_FSL_main.py:main():269]  > R 91, agg. final model, testing loss: 0.76, testing acc: 73.87% ( 7387/10000), training loss: 0.80, training acc: 72.07%
[24/11/24 14:16:38, INFO, CSE_FSL_main.py:main():269]  > R 92, agg. final model, testing loss: 0.76, testing acc: 73.32% ( 7332/10000), training loss: 0.79, training acc: 72.33%
[24/11/24 14:17:03, INFO, CSE_FSL_main.py:main():269]  > R 93, agg. final model, testing loss: 0.77, testing acc: 73.70% ( 7370/10000), training loss: 0.80, training acc: 71.83%
[24/11/24 14:17:29, INFO, CSE_FSL_main.py:main():269]  > R 94, agg. final model, testing loss: 0.76, testing acc: 73.58% ( 7358/10000), training loss: 0.79, training acc: 72.38%
[24/11/24 14:17:55, INFO, CSE_FSL_main.py:main():269]  > R 95, agg. final model, testing loss: 0.74, testing acc: 74.77% ( 7477/10000), training loss: 0.77, training acc: 72.93%
[24/11/24 14:18:20, INFO, CSE_FSL_main.py:main():269]  > R 96, agg. final model, testing loss: 0.74, testing acc: 74.20% ( 7420/10000), training loss: 0.77, training acc: 72.95%
[24/11/24 14:18:46, INFO, CSE_FSL_main.py:main():269]  > R 97, agg. final model, testing loss: 0.74, testing acc: 74.30% ( 7430/10000), training loss: 0.78, training acc: 72.61%
[24/11/24 14:19:12, INFO, CSE_FSL_main.py:main():269]  > R 98, agg. final model, testing loss: 0.75, testing acc: 74.08% ( 7408/10000), training loss: 0.76, training acc: 73.36%
[24/11/24 14:19:37, INFO, CSE_FSL_main.py:main():269]  > R 99, agg. final model, testing loss: 0.74, testing acc: 73.86% ( 7386/10000), training loss: 0.78, training acc: 72.74%
[24/11/24 14:20:03, INFO, CSE_FSL_main.py:main():269]  > R 100, agg. final model, testing loss: 0.74, testing acc: 74.77% ( 7477/10000), training loss: 0.76, training acc: 73.22%
[24/11/24 14:20:28, INFO, CSE_FSL_main.py:main():269]  > R 101, agg. final model, testing loss: 0.74, testing acc: 74.11% ( 7411/10000), training loss: 0.76, training acc: 73.06%
[24/11/24 14:20:54, INFO, CSE_FSL_main.py:main():269]  > R 102, agg. final model, testing loss: 0.74, testing acc: 74.42% ( 7442/10000), training loss: 0.76, training acc: 73.09%
[24/11/24 14:21:19, INFO, CSE_FSL_main.py:main():269]  > R 103, agg. final model, testing loss: 0.75, testing acc: 74.00% ( 7400/10000), training loss: 0.77, training acc: 73.32%
[24/11/24 14:21:45, INFO, CSE_FSL_main.py:main():269]  > R 104, agg. final model, testing loss: 0.74, testing acc: 73.99% ( 7399/10000), training loss: 0.76, training acc: 73.18%
[24/11/24 14:22:10, INFO, CSE_FSL_main.py:main():269]  > R 105, agg. final model, testing loss: 0.73, testing acc: 74.69% ( 7469/10000), training loss: 0.76, training acc: 73.39%
[24/11/24 14:22:36, INFO, CSE_FSL_main.py:main():269]  > R 106, agg. final model, testing loss: 0.74, testing acc: 74.54% ( 7454/10000), training loss: 0.78, training acc: 72.58%
[24/11/24 14:23:01, INFO, CSE_FSL_main.py:main():269]  > R 107, agg. final model, testing loss: 0.75, testing acc: 74.24% ( 7424/10000), training loss: 0.76, training acc: 73.42%
[24/11/24 14:23:27, INFO, CSE_FSL_main.py:main():269]  > R 108, agg. final model, testing loss: 0.73, testing acc: 75.16% ( 7516/10000), training loss: 0.75, training acc: 73.41%
[24/11/24 14:23:52, INFO, CSE_FSL_main.py:main():269]  > R 109, agg. final model, testing loss: 0.75, testing acc: 74.16% ( 7416/10000), training loss: 0.76, training acc: 73.29%
[24/11/24 14:24:18, INFO, CSE_FSL_main.py:main():269]  > R 110, agg. final model, testing loss: 0.73, testing acc: 74.96% ( 7496/10000), training loss: 0.74, training acc: 73.80%
[24/11/24 14:24:43, INFO, CSE_FSL_main.py:main():269]  > R 111, agg. final model, testing loss: 0.73, testing acc: 74.80% ( 7480/10000), training loss: 0.73, training acc: 74.30%
[24/11/24 14:25:09, INFO, CSE_FSL_main.py:main():269]  > R 112, agg. final model, testing loss: 0.74, testing acc: 74.38% ( 7438/10000), training loss: 0.75, training acc: 73.54%
[24/11/24 14:25:34, INFO, CSE_FSL_main.py:main():269]  > R 113, agg. final model, testing loss: 0.74, testing acc: 74.74% ( 7474/10000), training loss: 0.73, training acc: 74.27%
[24/11/24 14:26:00, INFO, CSE_FSL_main.py:main():269]  > R 114, agg. final model, testing loss: 0.75, testing acc: 74.61% ( 7461/10000), training loss: 0.75, training acc: 73.42%
[24/11/24 14:26:25, INFO, CSE_FSL_main.py:main():269]  > R 115, agg. final model, testing loss: 0.74, testing acc: 74.66% ( 7466/10000), training loss: 0.75, training acc: 73.77%
[24/11/24 14:26:51, INFO, CSE_FSL_main.py:main():269]  > R 116, agg. final model, testing loss: 0.74, testing acc: 74.56% ( 7456/10000), training loss: 0.74, training acc: 73.76%
[24/11/24 14:27:16, INFO, CSE_FSL_main.py:main():269]  > R 117, agg. final model, testing loss: 0.72, testing acc: 75.14% ( 7514/10000), training loss: 0.73, training acc: 74.27%
[24/11/24 14:27:42, INFO, CSE_FSL_main.py:main():269]  > R 118, agg. final model, testing loss: 0.73, testing acc: 75.08% ( 7508/10000), training loss: 0.72, training acc: 74.53%
[24/11/24 14:28:08, INFO, CSE_FSL_main.py:main():269]  > R 119, agg. final model, testing loss: 0.73, testing acc: 75.14% ( 7514/10000), training loss: 0.73, training acc: 74.48%
[24/11/24 14:28:33, INFO, CSE_FSL_main.py:main():269]  > R 120, agg. final model, testing loss: 0.72, testing acc: 74.64% ( 7464/10000), training loss: 0.72, training acc: 74.80%
[24/11/24 14:28:59, INFO, CSE_FSL_main.py:main():269]  > R 121, agg. final model, testing loss: 0.72, testing acc: 75.12% ( 7512/10000), training loss: 0.73, training acc: 74.79%
[24/11/24 14:29:24, INFO, CSE_FSL_main.py:main():269]  > R 122, agg. final model, testing loss: 0.73, testing acc: 74.78% ( 7478/10000), training loss: 0.72, training acc: 74.67%
[24/11/24 14:29:50, INFO, CSE_FSL_main.py:main():269]  > R 123, agg. final model, testing loss: 0.72, testing acc: 75.37% ( 7537/10000), training loss: 0.71, training acc: 74.98%
[24/11/24 14:30:15, INFO, CSE_FSL_main.py:main():269]  > R 124, agg. final model, testing loss: 0.72, testing acc: 75.54% ( 7554/10000), training loss: 0.72, training acc: 74.54%
[24/11/24 14:30:41, INFO, CSE_FSL_main.py:main():269]  > R 125, agg. final model, testing loss: 0.73, testing acc: 74.84% ( 7484/10000), training loss: 0.70, training acc: 75.22%
[24/11/24 14:31:07, INFO, CSE_FSL_main.py:main():269]  > R 126, agg. final model, testing loss: 0.73, testing acc: 74.81% ( 7481/10000), training loss: 0.72, training acc: 74.47%
[24/11/24 14:31:32, INFO, CSE_FSL_main.py:main():269]  > R 127, agg. final model, testing loss: 0.72, testing acc: 75.16% ( 7516/10000), training loss: 0.71, training acc: 74.93%
[24/11/24 14:31:58, INFO, CSE_FSL_main.py:main():269]  > R 128, agg. final model, testing loss: 0.74, testing acc: 74.82% ( 7482/10000), training loss: 0.72, training acc: 74.86%
[24/11/24 14:32:23, INFO, CSE_FSL_main.py:main():269]  > R 129, agg. final model, testing loss: 0.73, testing acc: 74.96% ( 7496/10000), training loss: 0.71, training acc: 75.18%
[24/11/24 14:32:49, INFO, CSE_FSL_main.py:main():269]  > R 130, agg. final model, testing loss: 0.72, testing acc: 75.26% ( 7526/10000), training loss: 0.70, training acc: 75.33%
[24/11/24 14:33:14, INFO, CSE_FSL_main.py:main():269]  > R 131, agg. final model, testing loss: 0.73, testing acc: 75.32% ( 7532/10000), training loss: 0.70, training acc: 75.29%
[24/11/24 14:33:40, INFO, CSE_FSL_main.py:main():269]  > R 132, agg. final model, testing loss: 0.71, testing acc: 75.62% ( 7562/10000), training loss: 0.68, training acc: 76.08%
[24/11/24 14:34:06, INFO, CSE_FSL_main.py:main():269]  > R 133, agg. final model, testing loss: 0.73, testing acc: 75.34% ( 7534/10000), training loss: 0.71, training acc: 74.95%
[24/11/24 14:34:31, INFO, CSE_FSL_main.py:main():269]  > R 134, agg. final model, testing loss: 0.72, testing acc: 74.94% ( 7494/10000), training loss: 0.70, training acc: 75.38%
[24/11/24 14:34:57, INFO, CSE_FSL_main.py:main():269]  > R 135, agg. final model, testing loss: 0.71, testing acc: 75.50% ( 7550/10000), training loss: 0.69, training acc: 76.03%
[24/11/24 14:35:22, INFO, CSE_FSL_main.py:main():269]  > R 136, agg. final model, testing loss: 0.73, testing acc: 74.90% ( 7490/10000), training loss: 0.70, training acc: 75.27%
[24/11/24 14:35:48, INFO, CSE_FSL_main.py:main():269]  > R 137, agg. final model, testing loss: 0.70, testing acc: 75.66% ( 7566/10000), training loss: 0.70, training acc: 75.26%
[24/11/24 14:36:14, INFO, CSE_FSL_main.py:main():269]  > R 138, agg. final model, testing loss: 0.72, testing acc: 75.17% ( 7517/10000), training loss: 0.71, training acc: 75.22%
[24/11/24 14:36:39, INFO, CSE_FSL_main.py:main():269]  > R 139, agg. final model, testing loss: 0.71, testing acc: 75.55% ( 7555/10000), training loss: 0.68, training acc: 76.02%
[24/11/24 14:37:05, INFO, CSE_FSL_main.py:main():269]  > R 140, agg. final model, testing loss: 0.71, testing acc: 75.51% ( 7551/10000), training loss: 0.70, training acc: 75.70%
[24/11/24 14:37:30, INFO, CSE_FSL_main.py:main():269]  > R 141, agg. final model, testing loss: 0.71, testing acc: 75.47% ( 7547/10000), training loss: 0.68, training acc: 75.94%
[24/11/24 14:37:56, INFO, CSE_FSL_main.py:main():269]  > R 142, agg. final model, testing loss: 0.72, testing acc: 75.55% ( 7555/10000), training loss: 0.69, training acc: 75.79%
[24/11/24 14:38:22, INFO, CSE_FSL_main.py:main():269]  > R 143, agg. final model, testing loss: 0.72, testing acc: 75.39% ( 7539/10000), training loss: 0.70, training acc: 75.31%
