[24/11/24 13:42:38, INFO, FSL_SAGE_main.py:<module>():404] Using GPU: True
[24/11/24 13:42:40, INFO, FSL_SAGE_main.py:main():107] Aggregation Factor: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[24/11/24 13:42:40, INFO, FSL_SAGE_main.py:main():112] Random seed: 200
[24/11/24 13:42:40, INFO, FSL_SAGE_main.py:main():113] Alignment interval (l): 10
[24/11/24 13:42:40, INFO, FSL_SAGE_main.py:main():114] Batch Round (h): 5
[24/11/24 13:43:06, INFO, FSL_SAGE_main.py:main():353]  > R  0, for the weighted aggregated final model, testing loss: 2.0409e+00, testing acc: 22.26% ( 2226/10000), training loss: 2.10, training acc: 20.87%
[24/11/24 13:58:31, INFO, FSL_SAGE_main.py:main():353]  > R 36, for the weighted aggregated final model, testing loss: 9.3027e-01, testing acc: 67.58% ( 6758/10000), training loss: 1.05, training acc: 62.63%
[24/11/24 13:58:57, INFO, FSL_SAGE_main.py:main():353]  > R 37, for the weighted aggregated final model, testing loss: 9.2955e-01, testing acc: 67.09% ( 6709/10000), training loss: 1.08, training acc: 61.98%
[24/11/24 13:59:22, INFO, FSL_SAGE_main.py:main():353]  > R 38, for the weighted aggregated final model, testing loss: 9.1032e-01, testing acc: 67.75% ( 6775/10000), training loss: 1.05, training acc: 62.85%
[24/11/24 13:59:47, INFO, FSL_SAGE_main.py:main():353]  > R 39, for the weighted aggregated final model, testing loss: 9.1763e-01, testing acc: 67.54% ( 6754/10000), training loss: 1.06, training acc: 62.51%
[24/11/24 14:00:16, INFO, FSL_SAGE_main.py:main():353]  > R 40, for the weighted aggregated final model, testing loss: 9.2473e-01, testing acc: 67.82% ( 6782/10000), training loss: 1.08, training acc: 62.16%
[24/11/24 14:00:41, INFO, FSL_SAGE_main.py:main():353]  > R 41, for the weighted aggregated final model, testing loss: 8.9677e-01, testing acc: 68.26% ( 6826/10000), training loss: 1.03, training acc: 63.36%
[24/11/24 14:01:07, INFO, FSL_SAGE_main.py:main():353]  > R 42, for the weighted aggregated final model, testing loss: 8.7480e-01, testing acc: 69.40% ( 6940/10000), training loss: 1.02, training acc: 63.75%
[24/11/24 14:01:32, INFO, FSL_SAGE_main.py:main():353]  > R 43, for the weighted aggregated final model, testing loss: 8.9740e-01, testing acc: 68.57% ( 6857/10000), training loss: 1.03, training acc: 63.62%
[24/11/24 14:01:58, INFO, FSL_SAGE_main.py:main():353]  > R 44, for the weighted aggregated final model, testing loss: 8.7427e-01, testing acc: 69.33% ( 6933/10000), training loss: 1.02, training acc: 63.99%
[24/11/24 14:02:23, INFO, FSL_SAGE_main.py:main():353]  > R 45, for the weighted aggregated final model, testing loss: 8.7629e-01, testing acc: 69.38% ( 6938/10000), training loss: 1.02, training acc: 64.21%
[24/11/24 14:02:49, INFO, FSL_SAGE_main.py:main():353]  > R 46, for the weighted aggregated final model, testing loss: 8.7503e-01, testing acc: 68.86% ( 6886/10000), training loss: 1.00, training acc: 64.94%
[24/11/24 14:03:14, INFO, FSL_SAGE_main.py:main():353]  > R 47, for the weighted aggregated final model, testing loss: 8.5227e-01, testing acc: 70.25% ( 7025/10000), training loss: 0.98, training acc: 65.42%
[24/11/24 14:03:39, INFO, FSL_SAGE_main.py:main():353]  > R 48, for the weighted aggregated final model, testing loss: 8.5226e-01, testing acc: 70.38% ( 7038/10000), training loss: 0.98, training acc: 65.17%
[24/11/24 14:04:05, INFO, FSL_SAGE_main.py:main():353]  > R 49, for the weighted aggregated final model, testing loss: 8.6383e-01, testing acc: 69.53% ( 6953/10000), training loss: 0.99, training acc: 64.97%
[24/11/24 14:04:33, INFO, FSL_SAGE_main.py:main():353]  > R 50, for the weighted aggregated final model, testing loss: 8.6595e-01, testing acc: 70.01% ( 7001/10000), training loss: 0.98, training acc: 65.59%
[24/11/24 14:04:59, INFO, FSL_SAGE_main.py:main():353]  > R 51, for the weighted aggregated final model, testing loss: 8.4957e-01, testing acc: 70.43% ( 7043/10000), training loss: 0.97, training acc: 65.68%
[24/11/24 14:05:24, INFO, FSL_SAGE_main.py:main():353]  > R 52, for the weighted aggregated final model, testing loss: 8.5285e-01, testing acc: 70.41% ( 7041/10000), training loss: 0.99, training acc: 65.56%
[24/11/24 14:05:50, INFO, FSL_SAGE_main.py:main():353]  > R 53, for the weighted aggregated final model, testing loss: 8.3093e-01, testing acc: 71.09% ( 7109/10000), training loss: 0.94, training acc: 66.56%
[24/11/24 14:06:15, INFO, FSL_SAGE_main.py:main():353]  > R 54, for the weighted aggregated final model, testing loss: 8.3318e-01, testing acc: 71.07% ( 7107/10000), training loss: 0.97, training acc: 66.13%
[24/11/24 14:06:40, INFO, FSL_SAGE_main.py:main():353]  > R 55, for the weighted aggregated final model, testing loss: 8.1186e-01, testing acc: 71.56% ( 7156/10000), training loss: 0.94, training acc: 66.98%
[24/11/24 14:07:06, INFO, FSL_SAGE_main.py:main():353]  > R 56, for the weighted aggregated final model, testing loss: 8.2848e-01, testing acc: 71.41% ( 7141/10000), training loss: 0.94, training acc: 66.77%
[24/11/24 14:07:31, INFO, FSL_SAGE_main.py:main():353]  > R 57, for the weighted aggregated final model, testing loss: 8.3361e-01, testing acc: 71.34% ( 7134/10000), training loss: 0.94, training acc: 66.88%
[24/11/24 14:07:57, INFO, FSL_SAGE_main.py:main():353]  > R 58, for the weighted aggregated final model, testing loss: 8.1439e-01, testing acc: 71.68% ( 7168/10000), training loss: 0.94, training acc: 67.05%
[24/11/24 14:08:22, INFO, FSL_SAGE_main.py:main():353]  > R 59, for the weighted aggregated final model, testing loss: 8.0843e-01, testing acc: 71.69% ( 7169/10000), training loss: 0.91, training acc: 68.17%
[24/11/24 14:08:51, INFO, FSL_SAGE_main.py:main():353]  > R 60, for the weighted aggregated final model, testing loss: 8.0467e-01, testing acc: 72.15% ( 7215/10000), training loss: 0.93, training acc: 67.40%
[24/11/24 14:09:16, INFO, FSL_SAGE_main.py:main():353]  > R 61, for the weighted aggregated final model, testing loss: 7.9679e-01, testing acc: 72.59% ( 7259/10000), training loss: 0.91, training acc: 67.80%
[24/11/24 14:09:42, INFO, FSL_SAGE_main.py:main():353]  > R 62, for the weighted aggregated final model, testing loss: 7.8628e-01, testing acc: 72.72% ( 7272/10000), training loss: 0.90, training acc: 68.45%
[24/11/24 14:10:07, INFO, FSL_SAGE_main.py:main():353]  > R 63, for the weighted aggregated final model, testing loss: 7.9679e-01, testing acc: 72.37% ( 7237/10000), training loss: 0.92, training acc: 67.83%
[24/11/24 14:10:33, INFO, FSL_SAGE_main.py:main():353]  > R 64, for the weighted aggregated final model, testing loss: 7.9438e-01, testing acc: 72.83% ( 7283/10000), training loss: 0.92, training acc: 67.73%
[24/11/24 14:10:58, INFO, FSL_SAGE_main.py:main():353]  > R 65, for the weighted aggregated final model, testing loss: 7.8498e-01, testing acc: 72.85% ( 7285/10000), training loss: 0.90, training acc: 68.14%
[24/11/24 14:11:23, INFO, FSL_SAGE_main.py:main():353]  > R 66, for the weighted aggregated final model, testing loss: 7.8267e-01, testing acc: 73.01% ( 7301/10000), training loss: 0.90, training acc: 68.30%
[24/11/24 14:11:49, INFO, FSL_SAGE_main.py:main():353]  > R 67, for the weighted aggregated final model, testing loss: 7.9961e-01, testing acc: 72.66% ( 7266/10000), training loss: 0.91, training acc: 68.13%
[24/11/24 14:12:14, INFO, FSL_SAGE_main.py:main():353]  > R 68, for the weighted aggregated final model, testing loss: 7.6390e-01, testing acc: 73.60% ( 7360/10000), training loss: 0.87, training acc: 69.41%
[24/11/24 14:12:40, INFO, FSL_SAGE_main.py:main():353]  > R 69, for the weighted aggregated final model, testing loss: 7.8316e-01, testing acc: 73.34% ( 7334/10000), training loss: 0.88, training acc: 69.01%
[24/11/24 14:13:08, INFO, FSL_SAGE_main.py:main():353]  > R 70, for the weighted aggregated final model, testing loss: 7.7006e-01, testing acc: 73.19% ( 7319/10000), training loss: 0.89, training acc: 68.83%
[24/11/24 14:13:34, INFO, FSL_SAGE_main.py:main():353]  > R 71, for the weighted aggregated final model, testing loss: 7.7346e-01, testing acc: 73.60% ( 7360/10000), training loss: 0.88, training acc: 69.44%
[24/11/24 14:13:59, INFO, FSL_SAGE_main.py:main():353]  > R 72, for the weighted aggregated final model, testing loss: 7.7479e-01, testing acc: 73.24% ( 7324/10000), training loss: 0.88, training acc: 69.12%
[24/11/24 14:14:25, INFO, FSL_SAGE_main.py:main():353]  > R 73, for the weighted aggregated final model, testing loss: 7.8305e-01, testing acc: 72.94% ( 7294/10000), training loss: 0.89, training acc: 68.79%
[24/11/24 14:14:50, INFO, FSL_SAGE_main.py:main():353]  > R 74, for the weighted aggregated final model, testing loss: 7.6311e-01, testing acc: 73.73% ( 7373/10000), training loss: 0.87, training acc: 69.51%
[24/11/24 14:15:16, INFO, FSL_SAGE_main.py:main():353]  > R 75, for the weighted aggregated final model, testing loss: 7.4604e-01, testing acc: 74.41% ( 7441/10000), training loss: 0.86, training acc: 70.00%
[24/11/24 14:15:41, INFO, FSL_SAGE_main.py:main():353]  > R 76, for the weighted aggregated final model, testing loss: 7.4681e-01, testing acc: 74.74% ( 7474/10000), training loss: 0.87, training acc: 69.36%
[24/11/24 14:16:06, INFO, FSL_SAGE_main.py:main():353]  > R 77, for the weighted aggregated final model, testing loss: 7.6434e-01, testing acc: 73.44% ( 7344/10000), training loss: 0.88, training acc: 68.96%
[24/11/24 14:16:32, INFO, FSL_SAGE_main.py:main():353]  > R 78, for the weighted aggregated final model, testing loss: 7.4740e-01, testing acc: 73.58% ( 7358/10000), training loss: 0.87, training acc: 69.65%
[24/11/24 14:16:57, INFO, FSL_SAGE_main.py:main():353]  > R 79, for the weighted aggregated final model, testing loss: 7.5829e-01, testing acc: 73.24% ( 7324/10000), training loss: 0.86, training acc: 69.50%
[24/11/24 14:17:26, INFO, FSL_SAGE_main.py:main():353]  > R 80, for the weighted aggregated final model, testing loss: 7.5010e-01, testing acc: 74.11% ( 7411/10000), training loss: 0.86, training acc: 69.98%
[24/11/24 14:17:51, INFO, FSL_SAGE_main.py:main():353]  > R 81, for the weighted aggregated final model, testing loss: 7.4342e-01, testing acc: 74.18% ( 7418/10000), training loss: 0.85, training acc: 69.99%
[24/11/24 14:18:16, INFO, FSL_SAGE_main.py:main():353]  > R 82, for the weighted aggregated final model, testing loss: 7.2770e-01, testing acc: 74.99% ( 7499/10000), training loss: 0.86, training acc: 69.91%
[24/11/24 14:18:42, INFO, FSL_SAGE_main.py:main():353]  > R 83, for the weighted aggregated final model, testing loss: 7.3892e-01, testing acc: 74.85% ( 7485/10000), training loss: 0.85, training acc: 70.55%
[24/11/24 14:19:07, INFO, FSL_SAGE_main.py:main():353]  > R 84, for the weighted aggregated final model, testing loss: 7.1887e-01, testing acc: 75.08% ( 7508/10000), training loss: 0.83, training acc: 70.90%
[24/11/24 14:19:32, INFO, FSL_SAGE_main.py:main():353]  > R 85, for the weighted aggregated final model, testing loss: 7.2778e-01, testing acc: 74.91% ( 7491/10000), training loss: 0.84, training acc: 70.31%
[24/11/24 14:19:58, INFO, FSL_SAGE_main.py:main():353]  > R 86, for the weighted aggregated final model, testing loss: 7.2272e-01, testing acc: 75.24% ( 7524/10000), training loss: 0.84, training acc: 70.57%
[24/11/24 14:20:23, INFO, FSL_SAGE_main.py:main():353]  > R 87, for the weighted aggregated final model, testing loss: 7.3094e-01, testing acc: 74.40% ( 7440/10000), training loss: 0.84, training acc: 70.20%
[24/11/24 14:20:48, INFO, FSL_SAGE_main.py:main():353]  > R 88, for the weighted aggregated final model, testing loss: 7.2154e-01, testing acc: 74.91% ( 7491/10000), training loss: 0.84, training acc: 70.66%
[24/11/24 14:21:13, INFO, FSL_SAGE_main.py:main():353]  > R 89, for the weighted aggregated final model, testing loss: 7.3060e-01, testing acc: 74.50% ( 7450/10000), training loss: 0.85, training acc: 70.29%
[24/11/24 14:21:42, INFO, FSL_SAGE_main.py:main():353]  > R 90, for the weighted aggregated final model, testing loss: 7.1736e-01, testing acc: 75.44% ( 7544/10000), training loss: 0.82, training acc: 71.21%
[24/11/24 14:22:07, INFO, FSL_SAGE_main.py:main():353]  > R 91, for the weighted aggregated final model, testing loss: 7.2679e-01, testing acc: 75.06% ( 7506/10000), training loss: 0.83, training acc: 71.03%
[24/11/24 14:22:32, INFO, FSL_SAGE_main.py:main():353]  > R 92, for the weighted aggregated final model, testing loss: 7.3701e-01, testing acc: 75.06% ( 7506/10000), training loss: 0.83, training acc: 70.79%
[24/11/24 14:22:58, INFO, FSL_SAGE_main.py:main():353]  > R 93, for the weighted aggregated final model, testing loss: 7.1496e-01, testing acc: 75.45% ( 7545/10000), training loss: 0.82, training acc: 71.18%
[24/11/24 14:23:23, INFO, FSL_SAGE_main.py:main():353]  > R 94, for the weighted aggregated final model, testing loss: 7.1288e-01, testing acc: 75.48% ( 7548/10000), training loss: 0.81, training acc: 71.59%
[24/11/24 14:23:48, INFO, FSL_SAGE_main.py:main():353]  > R 95, for the weighted aggregated final model, testing loss: 7.2098e-01, testing acc: 75.27% ( 7527/10000), training loss: 0.81, training acc: 71.38%
[24/11/24 14:24:13, INFO, FSL_SAGE_main.py:main():353]  > R 96, for the weighted aggregated final model, testing loss: 7.0907e-01, testing acc: 75.79% ( 7579/10000), training loss: 0.80, training acc: 71.92%
[24/11/24 14:24:39, INFO, FSL_SAGE_main.py:main():353]  > R 97, for the weighted aggregated final model, testing loss: 7.2907e-01, testing acc: 74.93% ( 7493/10000), training loss: 0.82, training acc: 71.40%
[24/11/24 14:25:04, INFO, FSL_SAGE_main.py:main():353]  > R 98, for the weighted aggregated final model, testing loss: 7.1689e-01, testing acc: 75.63% ( 7563/10000), training loss: 0.82, training acc: 71.12%
[24/11/24 14:25:29, INFO, FSL_SAGE_main.py:main():353]  > R 99, for the weighted aggregated final model, testing loss: 6.8984e-01, testing acc: 76.28% ( 7628/10000), training loss: 0.80, training acc: 71.78%
[24/11/24 14:25:58, INFO, FSL_SAGE_main.py:main():353]  > R 100, for the weighted aggregated final model, testing loss: 7.1694e-01, testing acc: 75.20% ( 7520/10000), training loss: 0.82, training acc: 71.45%
[24/11/24 14:26:23, INFO, FSL_SAGE_main.py:main():353]  > R 101, for the weighted aggregated final model, testing loss: 7.2428e-01, testing acc: 74.90% ( 7490/10000), training loss: 0.82, training acc: 70.89%
[24/11/24 14:26:48, INFO, FSL_SAGE_main.py:main():353]  > R 102, for the weighted aggregated final model, testing loss: 7.1799e-01, testing acc: 75.44% ( 7544/10000), training loss: 0.82, training acc: 71.41%
[24/11/24 14:27:14, INFO, FSL_SAGE_main.py:main():353]  > R 103, for the weighted aggregated final model, testing loss: 7.3197e-01, testing acc: 74.75% ( 7475/10000), training loss: 0.84, training acc: 70.42%
[24/11/24 14:27:39, INFO, FSL_SAGE_main.py:main():353]  > R 104, for the weighted aggregated final model, testing loss: 7.0716e-01, testing acc: 75.54% ( 7554/10000), training loss: 0.82, training acc: 71.27%
[24/11/24 14:28:04, INFO, FSL_SAGE_main.py:main():353]  > R 105, for the weighted aggregated final model, testing loss: 6.9239e-01, testing acc: 75.79% ( 7579/10000), training loss: 0.79, training acc: 72.29%
[24/11/24 14:28:29, INFO, FSL_SAGE_main.py:main():353]  > R 106, for the weighted aggregated final model, testing loss: 7.1396e-01, testing acc: 75.22% ( 7522/10000), training loss: 0.82, training acc: 70.99%
[24/11/24 14:28:55, INFO, FSL_SAGE_main.py:main():353]  > R 107, for the weighted aggregated final model, testing loss: 6.8788e-01, testing acc: 76.12% ( 7612/10000), training loss: 0.78, training acc: 72.51%
[24/11/24 14:29:20, INFO, FSL_SAGE_main.py:main():353]  > R 108, for the weighted aggregated final model, testing loss: 6.9322e-01, testing acc: 75.94% ( 7594/10000), training loss: 0.79, training acc: 72.54%
[24/11/24 14:29:45, INFO, FSL_SAGE_main.py:main():353]  > R 109, for the weighted aggregated final model, testing loss: 6.9401e-01, testing acc: 76.01% ( 7601/10000), training loss: 0.79, training acc: 72.10%
[24/11/24 14:30:14, INFO, FSL_SAGE_main.py:main():353]  > R 110, for the weighted aggregated final model, testing loss: 6.9434e-01, testing acc: 75.81% ( 7581/10000), training loss: 0.78, training acc: 72.23%
[24/11/24 14:30:39, INFO, FSL_SAGE_main.py:main():353]  > R 111, for the weighted aggregated final model, testing loss: 6.8788e-01, testing acc: 76.16% ( 7616/10000), training loss: 0.78, training acc: 72.62%
[24/11/24 14:31:04, INFO, FSL_SAGE_main.py:main():353]  > R 112, for the weighted aggregated final model, testing loss: 6.9624e-01, testing acc: 75.69% ( 7569/10000), training loss: 0.80, training acc: 71.85%
[24/11/24 14:31:30, INFO, FSL_SAGE_main.py:main():353]  > R 113, for the weighted aggregated final model, testing loss: 6.8124e-01, testing acc: 76.36% ( 7636/10000), training loss: 0.78, training acc: 72.82%
[24/11/24 14:31:55, INFO, FSL_SAGE_main.py:main():353]  > R 114, for the weighted aggregated final model, testing loss: 6.7634e-01, testing acc: 76.69% ( 7669/10000), training loss: 0.78, training acc: 72.73%
[24/11/24 14:32:20, INFO, FSL_SAGE_main.py:main():353]  > R 115, for the weighted aggregated final model, testing loss: 6.8063e-01, testing acc: 76.46% ( 7646/10000), training loss: 0.79, training acc: 72.42%
[24/11/24 14:32:46, INFO, FSL_SAGE_main.py:main():353]  > R 116, for the weighted aggregated final model, testing loss: 6.9131e-01, testing acc: 75.76% ( 7576/10000), training loss: 0.77, training acc: 72.88%
[24/11/24 14:33:11, INFO, FSL_SAGE_main.py:main():353]  > R 117, for the weighted aggregated final model, testing loss: 6.8005e-01, testing acc: 76.32% ( 7632/10000), training loss: 0.76, training acc: 73.13%
[24/11/24 14:33:36, INFO, FSL_SAGE_main.py:main():353]  > R 118, for the weighted aggregated final model, testing loss: 6.7869e-01, testing acc: 76.16% ( 7616/10000), training loss: 0.76, training acc: 73.49%
[24/11/24 14:34:01, INFO, FSL_SAGE_main.py:main():353]  > R 119, for the weighted aggregated final model, testing loss: 6.7429e-01, testing acc: 76.57% ( 7657/10000), training loss: 0.75, training acc: 73.45%
[24/11/24 14:34:30, INFO, FSL_SAGE_main.py:main():353]  > R 120, for the weighted aggregated final model, testing loss: 6.8791e-01, testing acc: 75.88% ( 7588/10000), training loss: 0.77, training acc: 72.79%
[24/11/24 14:34:55, INFO, FSL_SAGE_main.py:main():353]  > R 121, for the weighted aggregated final model, testing loss: 6.9887e-01, testing acc: 75.79% ( 7579/10000), training loss: 0.80, training acc: 71.81%
[24/11/24 14:35:20, INFO, FSL_SAGE_main.py:main():353]  > R 122, for the weighted aggregated final model, testing loss: 6.7573e-01, testing acc: 76.75% ( 7675/10000), training loss: 0.77, training acc: 73.32%
[24/11/24 14:35:46, INFO, FSL_SAGE_main.py:main():353]  > R 123, for the weighted aggregated final model, testing loss: 6.8521e-01, testing acc: 76.25% ( 7625/10000), training loss: 0.77, training acc: 72.93%
[24/11/24 14:36:11, INFO, FSL_SAGE_main.py:main():353]  > R 124, for the weighted aggregated final model, testing loss: 6.7190e-01, testing acc: 77.43% ( 7743/10000), training loss: 0.75, training acc: 73.90%
[24/11/24 14:36:36, INFO, FSL_SAGE_main.py:main():353]  > R 125, for the weighted aggregated final model, testing loss: 6.6695e-01, testing acc: 76.84% ( 7684/10000), training loss: 0.76, training acc: 73.40%
[24/11/24 14:37:01, INFO, FSL_SAGE_main.py:main():353]  > R 126, for the weighted aggregated final model, testing loss: 6.6940e-01, testing acc: 76.96% ( 7696/10000), training loss: 0.75, training acc: 73.54%
[24/11/24 14:37:27, INFO, FSL_SAGE_main.py:main():353]  > R 127, for the weighted aggregated final model, testing loss: 6.7275e-01, testing acc: 76.70% ( 7670/10000), training loss: 0.76, training acc: 73.38%
