[24/11/24 13:37:38, INFO, CSE_FSL_main.py:<module>():315] Using GPU: True
[24/11/24 13:37:40, INFO, CSE_FSL_main.py:main():107] Aggregation Factor: [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]
[24/11/24 13:37:40, INFO, CSE_FSL_main.py:main():112] Random seed: 200
[24/11/24 13:37:40, INFO, CSE_FSL_main.py:main():113] Alignment interval (l): 10
[24/11/24 13:37:40, INFO, CSE_FSL_main.py:main():114] Batch Round (h): 5
[24/11/24 13:38:06, INFO, CSE_FSL_main.py:main():269]  > R  0, agg. final model, testing loss: 2.29, testing acc: 10.54% ( 1054/10000), training loss: 2.29, training acc: 10.71%
[24/11/24 13:45:18, INFO, CSE_FSL_main.py:main():269]  > R 17, agg. final model, testing loss: 1.38, testing acc: 49.97% ( 4997/10000), training loss: 1.51, training acc: 44.93%
[24/11/24 13:45:43, INFO, CSE_FSL_main.py:main():269]  > R 18, agg. final model, testing loss: 1.37, testing acc: 50.32% ( 5032/10000), training loss: 1.51, training acc: 44.99%
[24/11/24 13:46:09, INFO, CSE_FSL_main.py:main():269]  > R 19, agg. final model, testing loss: 1.35, testing acc: 51.27% ( 5127/10000), training loss: 1.48, training acc: 46.43%
[24/11/24 13:46:34, INFO, CSE_FSL_main.py:main():269]  > R 20, agg. final model, testing loss: 1.33, testing acc: 52.10% ( 5210/10000), training loss: 1.48, training acc: 46.60%
[24/11/24 13:47:00, INFO, CSE_FSL_main.py:main():269]  > R 21, agg. final model, testing loss: 1.33, testing acc: 52.23% ( 5223/10000), training loss: 1.46, training acc: 47.11%
[24/11/24 13:47:25, INFO, CSE_FSL_main.py:main():269]  > R 22, agg. final model, testing loss: 1.29, testing acc: 53.41% ( 5341/10000), training loss: 1.43, training acc: 48.17%
[24/11/24 13:47:50, INFO, CSE_FSL_main.py:main():269]  > R 23, agg. final model, testing loss: 1.29, testing acc: 53.61% ( 5361/10000), training loss: 1.42, training acc: 48.77%
[24/11/24 13:48:16, INFO, CSE_FSL_main.py:main():269]  > R 24, agg. final model, testing loss: 1.26, testing acc: 55.41% ( 5541/10000), training loss: 1.40, training acc: 49.52%
[24/11/24 13:48:41, INFO, CSE_FSL_main.py:main():269]  > R 25, agg. final model, testing loss: 1.25, testing acc: 55.61% ( 5561/10000), training loss: 1.38, training acc: 50.18%
[24/11/24 13:49:07, INFO, CSE_FSL_main.py:main():269]  > R 26, agg. final model, testing loss: 1.24, testing acc: 56.23% ( 5623/10000), training loss: 1.38, training acc: 50.54%
[24/11/24 13:49:32, INFO, CSE_FSL_main.py:main():269]  > R 27, agg. final model, testing loss: 1.25, testing acc: 55.48% ( 5548/10000), training loss: 1.38, training acc: 49.93%
[24/11/24 13:49:57, INFO, CSE_FSL_main.py:main():269]  > R 28, agg. final model, testing loss: 1.19, testing acc: 57.73% ( 5773/10000), training loss: 1.33, training acc: 52.35%
[24/11/24 13:50:23, INFO, CSE_FSL_main.py:main():269]  > R 29, agg. final model, testing loss: 1.18, testing acc: 58.43% ( 5843/10000), training loss: 1.32, training acc: 52.80%
[24/11/24 13:50:48, INFO, CSE_FSL_main.py:main():269]  > R 30, agg. final model, testing loss: 1.18, testing acc: 58.08% ( 5808/10000), training loss: 1.31, training acc: 52.88%
[24/11/24 13:51:14, INFO, CSE_FSL_main.py:main():269]  > R 31, agg. final model, testing loss: 1.15, testing acc: 59.08% ( 5908/10000), training loss: 1.30, training acc: 53.51%
[24/11/24 13:51:39, INFO, CSE_FSL_main.py:main():269]  > R 32, agg. final model, testing loss: 1.15, testing acc: 59.14% ( 5914/10000), training loss: 1.30, training acc: 53.45%
[24/11/24 13:52:05, INFO, CSE_FSL_main.py:main():269]  > R 33, agg. final model, testing loss: 1.13, testing acc: 60.43% ( 6043/10000), training loss: 1.27, training acc: 54.21%
[24/11/24 13:52:30, INFO, CSE_FSL_main.py:main():269]  > R 34, agg. final model, testing loss: 1.12, testing acc: 60.44% ( 6044/10000), training loss: 1.26, training acc: 54.86%
[24/11/24 13:52:55, INFO, CSE_FSL_main.py:main():269]  > R 35, agg. final model, testing loss: 1.09, testing acc: 61.84% ( 6184/10000), training loss: 1.23, training acc: 55.98%
[24/11/24 13:53:21, INFO, CSE_FSL_main.py:main():269]  > R 36, agg. final model, testing loss: 1.09, testing acc: 61.88% ( 6188/10000), training loss: 1.25, training acc: 55.80%
[24/11/24 13:53:46, INFO, CSE_FSL_main.py:main():269]  > R 37, agg. final model, testing loss: 1.08, testing acc: 62.36% ( 6236/10000), training loss: 1.23, training acc: 56.45%
[24/11/24 13:54:11, INFO, CSE_FSL_main.py:main():269]  > R 38, agg. final model, testing loss: 1.06, testing acc: 62.49% ( 6249/10000), training loss: 1.21, training acc: 56.90%
[24/11/24 13:54:37, INFO, CSE_FSL_main.py:main():269]  > R 39, agg. final model, testing loss: 1.05, testing acc: 63.75% ( 6375/10000), training loss: 1.19, training acc: 57.67%
[24/11/24 13:55:02, INFO, CSE_FSL_main.py:main():269]  > R 40, agg. final model, testing loss: 1.05, testing acc: 62.95% ( 6295/10000), training loss: 1.18, training acc: 58.04%
[24/11/24 13:55:27, INFO, CSE_FSL_main.py:main():269]  > R 41, agg. final model, testing loss: 1.05, testing acc: 62.88% ( 6288/10000), training loss: 1.18, training acc: 57.93%
[24/11/24 13:55:53, INFO, CSE_FSL_main.py:main():269]  > R 42, agg. final model, testing loss: 1.04, testing acc: 64.10% ( 6410/10000), training loss: 1.17, training acc: 58.68%
[24/11/24 13:56:18, INFO, CSE_FSL_main.py:main():269]  > R 43, agg. final model, testing loss: 1.03, testing acc: 63.98% ( 6398/10000), training loss: 1.17, training acc: 58.60%
[24/11/24 13:56:44, INFO, CSE_FSL_main.py:main():269]  > R 44, agg. final model, testing loss: 1.03, testing acc: 64.51% ( 6451/10000), training loss: 1.17, training acc: 58.46%
[24/11/24 13:57:09, INFO, CSE_FSL_main.py:main():269]  > R 45, agg. final model, testing loss: 1.02, testing acc: 64.25% ( 6425/10000), training loss: 1.14, training acc: 59.59%
[24/11/24 13:57:34, INFO, CSE_FSL_main.py:main():269]  > R 46, agg. final model, testing loss: 1.00, testing acc: 65.33% ( 6533/10000), training loss: 1.13, training acc: 59.60%
[24/11/24 13:58:00, INFO, CSE_FSL_main.py:main():269]  > R 47, agg. final model, testing loss: 0.99, testing acc: 65.67% ( 6567/10000), training loss: 1.12, training acc: 60.46%
[24/11/24 13:58:25, INFO, CSE_FSL_main.py:main():269]  > R 48, agg. final model, testing loss: 0.99, testing acc: 65.36% ( 6536/10000), training loss: 1.13, training acc: 59.91%
[24/11/24 13:58:51, INFO, CSE_FSL_main.py:main():269]  > R 49, agg. final model, testing loss: 0.99, testing acc: 65.74% ( 6574/10000), training loss: 1.12, training acc: 60.45%
[24/11/24 13:59:16, INFO, CSE_FSL_main.py:main():269]  > R 50, agg. final model, testing loss: 0.99, testing acc: 65.83% ( 6583/10000), training loss: 1.13, training acc: 60.10%
[24/11/24 13:59:41, INFO, CSE_FSL_main.py:main():269]  > R 51, agg. final model, testing loss: 0.96, testing acc: 66.73% ( 6673/10000), training loss: 1.10, training acc: 61.01%
[24/11/24 14:00:07, INFO, CSE_FSL_main.py:main():269]  > R 52, agg. final model, testing loss: 0.97, testing acc: 65.89% ( 6589/10000), training loss: 1.11, training acc: 61.08%
[24/11/24 14:00:32, INFO, CSE_FSL_main.py:main():269]  > R 53, agg. final model, testing loss: 0.98, testing acc: 66.13% ( 6613/10000), training loss: 1.13, training acc: 60.27%
[24/11/24 14:00:58, INFO, CSE_FSL_main.py:main():269]  > R 54, agg. final model, testing loss: 0.96, testing acc: 66.96% ( 6696/10000), training loss: 1.08, training acc: 62.19%
[24/11/24 14:01:23, INFO, CSE_FSL_main.py:main():269]  > R 55, agg. final model, testing loss: 0.95, testing acc: 66.87% ( 6687/10000), training loss: 1.08, training acc: 61.96%
[24/11/24 14:01:49, INFO, CSE_FSL_main.py:main():269]  > R 56, agg. final model, testing loss: 0.93, testing acc: 67.85% ( 6785/10000), training loss: 1.07, training acc: 62.27%
[24/11/24 14:02:14, INFO, CSE_FSL_main.py:main():269]  > R 57, agg. final model, testing loss: 0.93, testing acc: 67.91% ( 6791/10000), training loss: 1.04, training acc: 63.27%
[24/11/24 14:02:39, INFO, CSE_FSL_main.py:main():269]  > R 58, agg. final model, testing loss: 0.93, testing acc: 67.72% ( 6772/10000), training loss: 1.08, training acc: 62.10%
[24/11/24 14:03:05, INFO, CSE_FSL_main.py:main():269]  > R 59, agg. final model, testing loss: 0.95, testing acc: 66.64% ( 6664/10000), training loss: 1.08, training acc: 61.90%
[24/11/24 14:03:30, INFO, CSE_FSL_main.py:main():269]  > R 60, agg. final model, testing loss: 0.93, testing acc: 67.69% ( 6769/10000), training loss: 1.06, training acc: 62.51%
[24/11/24 14:03:56, INFO, CSE_FSL_main.py:main():269]  > R 61, agg. final model, testing loss: 0.94, testing acc: 66.98% ( 6698/10000), training loss: 1.07, training acc: 62.12%
[24/11/24 14:04:21, INFO, CSE_FSL_main.py:main():269]  > R 62, agg. final model, testing loss: 0.92, testing acc: 67.98% ( 6798/10000), training loss: 1.04, training acc: 63.37%
[24/11/24 14:04:47, INFO, CSE_FSL_main.py:main():269]  > R 63, agg. final model, testing loss: 0.90, testing acc: 68.79% ( 6879/10000), training loss: 1.02, training acc: 64.11%
[24/11/24 14:05:12, INFO, CSE_FSL_main.py:main():269]  > R 64, agg. final model, testing loss: 0.90, testing acc: 68.63% ( 6863/10000), training loss: 1.03, training acc: 64.28%
[24/11/24 14:05:37, INFO, CSE_FSL_main.py:main():269]  > R 65, agg. final model, testing loss: 0.90, testing acc: 68.97% ( 6897/10000), training loss: 1.02, training acc: 64.47%
[24/11/24 14:06:02, INFO, CSE_FSL_main.py:main():269]  > R 66, agg. final model, testing loss: 0.89, testing acc: 69.22% ( 6922/10000), training loss: 1.00, training acc: 64.95%
[24/11/24 14:06:28, INFO, CSE_FSL_main.py:main():269]  > R 67, agg. final model, testing loss: 0.90, testing acc: 68.78% ( 6878/10000), training loss: 1.02, training acc: 64.06%
[24/11/24 14:06:53, INFO, CSE_FSL_main.py:main():269]  > R 68, agg. final model, testing loss: 0.89, testing acc: 69.04% ( 6904/10000), training loss: 1.01, training acc: 64.58%
[24/11/24 14:07:18, INFO, CSE_FSL_main.py:main():269]  > R 69, agg. final model, testing loss: 0.87, testing acc: 69.87% ( 6987/10000), training loss: 1.00, training acc: 65.03%
[24/11/24 14:07:44, INFO, CSE_FSL_main.py:main():269]  > R 70, agg. final model, testing loss: 0.89, testing acc: 69.22% ( 6922/10000), training loss: 1.01, training acc: 64.77%
[24/11/24 14:08:09, INFO, CSE_FSL_main.py:main():269]  > R 71, agg. final model, testing loss: 0.85, testing acc: 70.73% ( 7073/10000), training loss: 0.97, training acc: 66.32%
[24/11/24 14:08:34, INFO, CSE_FSL_main.py:main():269]  > R 72, agg. final model, testing loss: 0.88, testing acc: 69.65% ( 6965/10000), training loss: 0.99, training acc: 65.12%
[24/11/24 14:09:00, INFO, CSE_FSL_main.py:main():269]  > R 73, agg. final model, testing loss: 0.88, testing acc: 70.00% ( 7000/10000), training loss: 1.01, training acc: 64.19%
[24/11/24 14:09:25, INFO, CSE_FSL_main.py:main():269]  > R 74, agg. final model, testing loss: 0.86, testing acc: 70.19% ( 7019/10000), training loss: 1.00, training acc: 64.71%
[24/11/24 14:09:51, INFO, CSE_FSL_main.py:main():269]  > R 75, agg. final model, testing loss: 0.85, testing acc: 70.44% ( 7044/10000), training loss: 0.97, training acc: 66.05%
[24/11/24 14:10:16, INFO, CSE_FSL_main.py:main():269]  > R 76, agg. final model, testing loss: 0.85, testing acc: 70.30% ( 7030/10000), training loss: 0.97, training acc: 66.07%
[24/11/24 14:10:42, INFO, CSE_FSL_main.py:main():269]  > R 77, agg. final model, testing loss: 0.85, testing acc: 70.42% ( 7042/10000), training loss: 0.96, training acc: 66.28%
[24/11/24 14:11:07, INFO, CSE_FSL_main.py:main():269]  > R 78, agg. final model, testing loss: 0.85, testing acc: 70.86% ( 7086/10000), training loss: 0.97, training acc: 66.23%
[24/11/24 14:11:32, INFO, CSE_FSL_main.py:main():269]  > R 79, agg. final model, testing loss: 0.85, testing acc: 69.95% ( 6995/10000), training loss: 0.96, training acc: 66.31%
[24/11/24 14:11:58, INFO, CSE_FSL_main.py:main():269]  > R 80, agg. final model, testing loss: 0.85, testing acc: 70.61% ( 7061/10000), training loss: 0.96, training acc: 66.58%
[24/11/24 14:12:23, INFO, CSE_FSL_main.py:main():269]  > R 81, agg. final model, testing loss: 0.84, testing acc: 70.99% ( 7099/10000), training loss: 0.95, training acc: 66.52%
[24/11/24 14:12:49, INFO, CSE_FSL_main.py:main():269]  > R 82, agg. final model, testing loss: 0.84, testing acc: 70.85% ( 7085/10000), training loss: 0.94, training acc: 66.91%
[24/11/24 14:13:14, INFO, CSE_FSL_main.py:main():269]  > R 83, agg. final model, testing loss: 0.83, testing acc: 71.25% ( 7125/10000), training loss: 0.93, training acc: 67.32%
[24/11/24 14:13:39, INFO, CSE_FSL_main.py:main():269]  > R 84, agg. final model, testing loss: 0.83, testing acc: 70.64% ( 7064/10000), training loss: 0.94, training acc: 66.79%
[24/11/24 14:14:05, INFO, CSE_FSL_main.py:main():269]  > R 85, agg. final model, testing loss: 0.84, testing acc: 71.19% ( 7119/10000), training loss: 0.94, training acc: 66.95%
[24/11/24 14:14:30, INFO, CSE_FSL_main.py:main():269]  > R 86, agg. final model, testing loss: 0.84, testing acc: 70.71% ( 7071/10000), training loss: 0.95, training acc: 66.49%
[24/11/24 14:14:56, INFO, CSE_FSL_main.py:main():269]  > R 87, agg. final model, testing loss: 0.83, testing acc: 71.31% ( 7131/10000), training loss: 0.93, training acc: 67.45%
[24/11/24 14:15:21, INFO, CSE_FSL_main.py:main():269]  > R 88, agg. final model, testing loss: 0.84, testing acc: 71.39% ( 7139/10000), training loss: 0.95, training acc: 66.55%
[24/11/24 14:15:46, INFO, CSE_FSL_main.py:main():269]  > R 89, agg. final model, testing loss: 0.83, testing acc: 71.19% ( 7119/10000), training loss: 0.94, training acc: 67.18%
[24/11/24 14:16:12, INFO, CSE_FSL_main.py:main():269]  > R 90, agg. final model, testing loss: 0.83, testing acc: 71.30% ( 7130/10000), training loss: 0.93, training acc: 67.25%
[24/11/24 14:16:37, INFO, CSE_FSL_main.py:main():269]  > R 91, agg. final model, testing loss: 0.82, testing acc: 71.38% ( 7138/10000), training loss: 0.92, training acc: 67.45%
[24/11/24 14:17:03, INFO, CSE_FSL_main.py:main():269]  > R 92, agg. final model, testing loss: 0.85, testing acc: 70.24% ( 7024/10000), training loss: 0.94, training acc: 66.67%
[24/11/24 14:17:28, INFO, CSE_FSL_main.py:main():269]  > R 93, agg. final model, testing loss: 0.81, testing acc: 71.74% ( 7174/10000), training loss: 0.91, training acc: 68.02%
[24/11/24 14:17:54, INFO, CSE_FSL_main.py:main():269]  > R 94, agg. final model, testing loss: 0.82, testing acc: 71.22% ( 7122/10000), training loss: 0.92, training acc: 67.87%
[24/11/24 14:18:19, INFO, CSE_FSL_main.py:main():269]  > R 95, agg. final model, testing loss: 0.80, testing acc: 72.29% ( 7229/10000), training loss: 0.90, training acc: 68.37%
[24/11/24 14:18:45, INFO, CSE_FSL_main.py:main():269]  > R 96, agg. final model, testing loss: 0.82, testing acc: 71.31% ( 7131/10000), training loss: 0.92, training acc: 67.64%
[24/11/24 14:19:10, INFO, CSE_FSL_main.py:main():269]  > R 97, agg. final model, testing loss: 0.82, testing acc: 71.28% ( 7128/10000), training loss: 0.91, training acc: 68.04%
[24/11/24 14:19:35, INFO, CSE_FSL_main.py:main():269]  > R 98, agg. final model, testing loss: 0.81, testing acc: 72.15% ( 7215/10000), training loss: 0.89, training acc: 69.03%
[24/11/24 14:20:01, INFO, CSE_FSL_main.py:main():269]  > R 99, agg. final model, testing loss: 0.80, testing acc: 72.16% ( 7216/10000), training loss: 0.89, training acc: 68.70%
[24/11/24 14:20:26, INFO, CSE_FSL_main.py:main():269]  > R 100, agg. final model, testing loss: 0.80, testing acc: 72.32% ( 7232/10000), training loss: 0.88, training acc: 69.04%
[24/11/24 14:20:51, INFO, CSE_FSL_main.py:main():269]  > R 101, agg. final model, testing loss: 0.80, testing acc: 72.20% ( 7220/10000), training loss: 0.89, training acc: 68.74%
[24/11/24 14:21:17, INFO, CSE_FSL_main.py:main():269]  > R 102, agg. final model, testing loss: 0.79, testing acc: 72.24% ( 7224/10000), training loss: 0.88, training acc: 69.09%
[24/11/24 14:21:42, INFO, CSE_FSL_main.py:main():269]  > R 103, agg. final model, testing loss: 0.82, testing acc: 70.90% ( 7090/10000), training loss: 0.91, training acc: 68.04%
[24/11/24 14:22:07, INFO, CSE_FSL_main.py:main():269]  > R 104, agg. final model, testing loss: 0.81, testing acc: 71.68% ( 7168/10000), training loss: 0.89, training acc: 69.16%
[24/11/24 14:22:33, INFO, CSE_FSL_main.py:main():269]  > R 105, agg. final model, testing loss: 0.81, testing acc: 72.16% ( 7216/10000), training loss: 0.89, training acc: 68.55%
[24/11/24 14:22:58, INFO, CSE_FSL_main.py:main():269]  > R 106, agg. final model, testing loss: 0.80, testing acc: 72.01% ( 7201/10000), training loss: 0.89, training acc: 68.81%
[24/11/24 14:23:24, INFO, CSE_FSL_main.py:main():269]  > R 107, agg. final model, testing loss: 0.79, testing acc: 72.55% ( 7255/10000), training loss: 0.88, training acc: 68.97%
[24/11/24 14:23:49, INFO, CSE_FSL_main.py:main():269]  > R 108, agg. final model, testing loss: 0.79, testing acc: 72.23% ( 7223/10000), training loss: 0.88, training acc: 68.86%
[24/11/24 14:24:14, INFO, CSE_FSL_main.py:main():269]  > R 109, agg. final model, testing loss: 0.79, testing acc: 72.26% ( 7226/10000), training loss: 0.88, training acc: 69.40%
[24/11/24 14:24:40, INFO, CSE_FSL_main.py:main():269]  > R 110, agg. final model, testing loss: 0.79, testing acc: 72.35% ( 7235/10000), training loss: 0.88, training acc: 68.97%
[24/11/24 14:25:05, INFO, CSE_FSL_main.py:main():269]  > R 111, agg. final model, testing loss: 0.78, testing acc: 73.03% ( 7303/10000), training loss: 0.87, training acc: 69.83%
[24/11/24 14:25:30, INFO, CSE_FSL_main.py:main():269]  > R 112, agg. final model, testing loss: 0.80, testing acc: 72.59% ( 7259/10000), training loss: 0.87, training acc: 69.49%
[24/11/24 14:25:56, INFO, CSE_FSL_main.py:main():269]  > R 113, agg. final model, testing loss: 0.78, testing acc: 72.90% ( 7290/10000), training loss: 0.86, training acc: 69.73%
[24/11/24 14:26:21, INFO, CSE_FSL_main.py:main():269]  > R 114, agg. final model, testing loss: 0.79, testing acc: 72.53% ( 7253/10000), training loss: 0.87, training acc: 69.82%
[24/11/24 14:26:46, INFO, CSE_FSL_main.py:main():269]  > R 115, agg. final model, testing loss: 0.80, testing acc: 72.20% ( 7220/10000), training loss: 0.88, training acc: 69.07%
[24/11/24 14:27:12, INFO, CSE_FSL_main.py:main():269]  > R 116, agg. final model, testing loss: 0.78, testing acc: 72.66% ( 7266/10000), training loss: 0.85, training acc: 70.10%
[24/11/24 14:27:37, INFO, CSE_FSL_main.py:main():269]  > R 117, agg. final model, testing loss: 0.78, testing acc: 72.57% ( 7257/10000), training loss: 0.86, training acc: 69.83%
[24/11/24 14:28:03, INFO, CSE_FSL_main.py:main():269]  > R 118, agg. final model, testing loss: 0.78, testing acc: 73.09% ( 7309/10000), training loss: 0.85, training acc: 70.27%
[24/11/24 14:28:28, INFO, CSE_FSL_main.py:main():269]  > R 119, agg. final model, testing loss: 0.78, testing acc: 72.93% ( 7293/10000), training loss: 0.87, training acc: 69.60%
[24/11/24 14:28:53, INFO, CSE_FSL_main.py:main():269]  > R 120, agg. final model, testing loss: 0.78, testing acc: 72.56% ( 7256/10000), training loss: 0.86, training acc: 69.89%
[24/11/24 14:29:18, INFO, CSE_FSL_main.py:main():269]  > R 121, agg. final model, testing loss: 0.77, testing acc: 72.85% ( 7285/10000), training loss: 0.85, training acc: 70.23%
[24/11/24 14:29:44, INFO, CSE_FSL_main.py:main():269]  > R 122, agg. final model, testing loss: 0.78, testing acc: 72.81% ( 7281/10000), training loss: 0.85, training acc: 70.50%
[24/11/24 14:30:09, INFO, CSE_FSL_main.py:main():269]  > R 123, agg. final model, testing loss: 0.78, testing acc: 72.72% ( 7272/10000), training loss: 0.84, training acc: 70.72%
[24/11/24 14:30:34, INFO, CSE_FSL_main.py:main():269]  > R 124, agg. final model, testing loss: 0.77, testing acc: 73.32% ( 7332/10000), training loss: 0.84, training acc: 70.70%
[24/11/24 14:31:00, INFO, CSE_FSL_main.py:main():269]  > R 125, agg. final model, testing loss: 0.76, testing acc: 73.64% ( 7364/10000), training loss: 0.82, training acc: 71.06%
[24/11/24 14:31:25, INFO, CSE_FSL_main.py:main():269]  > R 126, agg. final model, testing loss: 0.78, testing acc: 73.18% ( 7318/10000), training loss: 0.84, training acc: 70.56%
[24/11/24 14:31:51, INFO, CSE_FSL_main.py:main():269]  > R 127, agg. final model, testing loss: 0.77, testing acc: 73.26% ( 7326/10000), training loss: 0.85, training acc: 70.20%
[24/11/24 14:32:16, INFO, CSE_FSL_main.py:main():269]  > R 128, agg. final model, testing loss: 0.77, testing acc: 73.56% ( 7356/10000), training loss: 0.84, training acc: 70.55%
[24/11/24 14:32:41, INFO, CSE_FSL_main.py:main():269]  > R 129, agg. final model, testing loss: 0.77, testing acc: 73.12% ( 7312/10000), training loss: 0.84, training acc: 70.71%
[24/11/24 14:33:07, INFO, CSE_FSL_main.py:main():269]  > R 130, agg. final model, testing loss: 0.78, testing acc: 72.92% ( 7292/10000), training loss: 0.85, training acc: 70.14%
[24/11/24 14:33:32, INFO, CSE_FSL_main.py:main():269]  > R 131, agg. final model, testing loss: 0.78, testing acc: 73.33% ( 7333/10000), training loss: 0.84, training acc: 70.88%
[24/11/24 14:33:57, INFO, CSE_FSL_main.py:main():269]  > R 132, agg. final model, testing loss: 0.75, testing acc: 74.25% ( 7425/10000), training loss: 0.82, training acc: 71.42%
[24/11/24 14:34:23, INFO, CSE_FSL_main.py:main():269]  > R 133, agg. final model, testing loss: 0.76, testing acc: 74.02% ( 7402/10000), training loss: 0.83, training acc: 70.82%
[24/11/24 14:34:48, INFO, CSE_FSL_main.py:main():269]  > R 134, agg. final model, testing loss: 0.78, testing acc: 73.38% ( 7338/10000), training loss: 0.83, training acc: 71.22%
[24/11/24 14:35:14, INFO, CSE_FSL_main.py:main():269]  > R 135, agg. final model, testing loss: 0.77, testing acc: 73.40% ( 7340/10000), training loss: 0.83, training acc: 70.90%
[24/11/24 14:35:39, INFO, CSE_FSL_main.py:main():269]  > R 136, agg. final model, testing loss: 0.76, testing acc: 73.34% ( 7334/10000), training loss: 0.83, training acc: 71.01%
[24/11/24 14:36:04, INFO, CSE_FSL_main.py:main():269]  > R 137, agg. final model, testing loss: 0.77, testing acc: 73.06% ( 7306/10000), training loss: 0.84, training acc: 70.79%
[24/11/24 14:36:30, INFO, CSE_FSL_main.py:main():269]  > R 138, agg. final model, testing loss: 0.76, testing acc: 73.70% ( 7370/10000), training loss: 0.83, training acc: 71.23%
[24/11/24 14:36:55, INFO, CSE_FSL_main.py:main():269]  > R 139, agg. final model, testing loss: 0.75, testing acc: 73.78% ( 7378/10000), training loss: 0.80, training acc: 71.74%
[24/11/24 14:37:20, INFO, CSE_FSL_main.py:main():269]  > R 140, agg. final model, testing loss: 0.75, testing acc: 73.35% ( 7335/10000), training loss: 0.82, training acc: 71.13%
[24/11/24 14:37:46, INFO, CSE_FSL_main.py:main():269]  > R 141, agg. final model, testing loss: 0.75, testing acc: 73.92% ( 7392/10000), training loss: 0.81, training acc: 71.96%
[24/11/24 14:38:11, INFO, CSE_FSL_main.py:main():269]  > R 142, agg. final model, testing loss: 0.76, testing acc: 73.89% ( 7389/10000), training loss: 0.81, training acc: 71.48%
[24/11/24 14:38:36, INFO, CSE_FSL_main.py:main():269]  > R 143, agg. final model, testing loss: 0.76, testing acc: 73.63% ( 7363/10000), training loss: 0.82, training acc: 71.54%
